,title,artist,top genre,year,added,bpm,Energy,Dance,dB,live,val,dur,acous,spch,pop
1350,"Scheherazade, Op. 35: II. Lento - Andantino ""The Legend of the Kalendar Prince""",Nikolai Rimsky-Korsakov,avant-garde,2017,2023‑04‑30,59,10,29,-23,22,6,732,94,4,34
1351,I'm Still Breathing,Katy Perry,pop,2008,2023‑04‑30,180,69,46,-5,11,67,229,7,9,33
1352,In Love - Robin Schulz Remix,David K feat. Yo-C,,2013,2023‑04‑30,122,47,78,-10,10,11,410,8,4,33
1353,Spooky Couch,Albert Hammond Jr,garage rock,2008,2023‑04‑30,156,49,53,-11,12,89,439,98,4,33
1354,Tone Twilight Zone,Cornelius,indietronica,2002,2023‑04‑30,160,40,56,-13,12,6,238,81,4,33
1355,Stuck In The Middle,MIKA,,2007,2023‑04‑30,94,56,75,-7,10,96,249,37,3,33
1356,Billy Brown,MIKA,,2007,2023‑04‑30,122,44,67,-8,20,62,195,55,5,33
1357,Atlas,Luke Christopher,indie pop rap,2015,2023‑04‑30,145,59,50,-6,13,24,251,52,27,33
1358,Dans le noir,Juniore,french indie pop,2013,2023‑04‑30,137,72,61,-7,26,73,175,0,3,33
1359,Aldrig nöjd,Gissberg,norrlandsk hip hop,2013,2023‑04‑30,74,57,58,-9,8,66,225,10,4,33
1360,supercuts,Jeremy Zucker,alt z,2020,2023‑04‑30,128,54,81,-8,9,76,207,8,14,33
1361,Skiz Again,Skizzy Mars,indie pop rap,2019,2023‑04‑30,145,67,75,-5,13,20,216,31,25,33
1362,"Oboe Concerto in G Minor, Op. 9, No. 8: III. Allegro",Tomaso Albinoni,baroque,1993,2023‑04‑30,108,26,57,-17,12,73,243,92,4,33
1363,Self Inflicted,Katy Perry,pop,2008,2023‑04‑30,128,92,56,-3,7,45,206,0,5,32
1364,Lost,Katy Perry,pop,2008,2023‑04‑30,180,58,38,-5,17,19,256,25,3,32
1365,Subtle Body,Fila Brazillia,downtempo,1995,2023‑04‑30,135,2,20,-32,11,3,544,80,4,32
1366,Deep Blue Day,Icebreaker,modern performance,2012,2023‑04‑30,77,23,7,-15,9,6,240,85,4,32
1367,My Interpretation,MIKA,,2007,2023‑04‑30,96,73,52,-6,33,42,215,1,3,32
1368,Adagio Per Archi E Organo In Sol Minore,London Philharmonic Orchestra,british orchestra,2016,2023‑04‑30,89,37,13,-10,11,4,515,89,3,32
1369,Un amico - Remastered,Ennio Morricone,classic soundtrack,1973,2023‑04‑30,143,75,20,-3,34,44,157,8,3,32
1370,Make The World Go Away,Timi Yuro,,1992,2023‑04‑30,73,16,36,-12,36,40,159,51,3,31
1371,I'm 9 Today,múm,compositional ambient,2005,2023‑04‑30,120,38,75,-14,10,5,282,1,11,31
1372,Ring Ring,MIKA,,2007,2023‑04‑30,130,69,61,-7,28,29,217,1,10,31
1373,Wave Your Hands,Bassjackers,dutch house,2015,2023‑04‑30,128,97,69,-4,7,42,248,0,5,31
1374,Dear Boys,Caroline Manning,,2018,2023‑04‑30,89,10,45,-16,15,46,208,94,5,31
1375,Crazy,Lost Frequencies,belgian edm,2018,2023‑04‑30,115,76,76,-5,11,45,153,44,13,30
1376,Let Me Know (I Have A Right),Gloria Gaynor,disco,2000,2023‑04‑30,127,74,79,-8,30,93,195,1,4,30
1377,Pump This Party,Alpharock,dutch house,2015,2023‑04‑30,128,80,62,-5,8,28,274,9,18,30
1378,L'amour le jour,Le Couleur,electropop,2016,2023‑04‑30,124,79,62,-8,16,54,228,0,3,30
1379,Love Song - Live At The Trocadero / 1990,Tesla,album rock,1990,2023‑04‑30,173,68,20,-12,90,17,594,55,8,30
1380,I Called U (The Conversation) - ATFC's Conversation Killer (Mixed),ATFC,deep house,2020,2023‑04‑30,125,92,79,-6,11,19,280,0,5,29
1381,Some Sort of Paradise,Robin Guthrie,ambient,2009,2023‑04‑30,146,27,50,-16,11,8,244,91,3,29
1382,Timmy Turner - Original Version,Lil Fetti Boi,,2016,2023‑04‑30,123,66,66,-8,13,13,232,16,6,28
1383,Gone Forever - 2019 remaster,Ulrich Schnauss,ambient,2003,2023‑04‑30,90,61,44,-9,30,5,501,4,3,27
1384,Over My Shoulder,MIKA,,2007,2023‑04‑30,124,7,34,-15,11,8,286,99,4,27
1385,Erase,MIKA,,2007,2023‑04‑30,144,68,44,-5,14,28,218,2,3,27
1386,Sweet Fanta Diallo,Alpha Blondy,african reggae,1987,2023‑04‑30,102,84,76,-6,8,90,319,29,5,27
1387,Le soleil est près de moi,Air,ambient pop,2004,2023‑04‑30,68,19,19,-19,7,6,293,67,3,26
1388,Doctor's Orders,Carol Douglas,disco,1999,2023‑04‑30,126,63,64,-12,17,76,301,5,4,26
1389,Bazooka (538 Turn Up the Beach 2014 Theme) - Radio Edit,Firebeatz,dutch edm,2014,2023‑04‑30,128,93,54,-4,8,19,186,0,9,26
1390,Komplicerad,Miss Li,classic swedish pop,2020,2023‑04‑30,116,49,93,-7,6,87,160,5,7,26
1391,1-Jan,Brian Eno,abstract,1998,2023‑04‑30,79,2,17,-23,12,4,993,96,4,25
1392,Beast (all as One),Dimitri Vegas & Like Mike,belgian dance,2020,2023‑04‑30,135,99,33,-3,23,39,190,3,6,25
1393,Forever More,Tesla,album rock,2008,2023‑04‑30,176,87,48,-5,7,37,302,0,4,25
1394,Gonna Give Her All The Love I've Got,Marvin Gaye,classic soul,1970,2023‑04‑30,97,57,66,-10,10,94,201,48,3,24
1395,"Fantaisie sur un Thème de Haydn, Op. 31",Marcel Grandjany,harp,2009,2023‑04‑30,135,9,22,-28,11,13,459,98,5,24
1396,Je me moi,Louis-Jean Cormier,indie quebecois,2020,2023‑04‑30,108,72,67,-8,21,54,295,15,7,21
1397,"Violin Concerto No. 2 In G Minor, Op. 63: 1. Allegro moderato",Sergei Prokofiev,classical,1996,2023‑04‑30,139,13,29,-21,11,8,626,92,4,21
1398,Cigarette,fox,,2021,2023‑04‑30,148,60,74,-12,12,31,136,86,8,20
1399,"Violin Concerto No. 2 In G Minor, Op. 63: 2. Andante assai",Sergei Prokofiev,classical,1996,2023‑04‑30,89,13,19,-22,12,15,583,89,4,19
1400,Heaven Nine Eleven,Tesla,album rock,2008,2023‑04‑30,168,91,42,-4,8,48,279,0,5,18
1401,Dumb,Jubël,swedish pop,2021,2023‑04‑30,124,64,73,-6,52,43,193,19,4,17
1402,HEY!,Rudeejay,,2019,2023‑04‑30,130,97,62,-4,87,29,177,0,14,17
1403,Stick Outside the Door (Humboldt Strong),Smitty Kingston,,2018,2023‑04‑30,81,40,43,-8,9,56,180,93,3,17
1404,Love More Worry Less,Bipolar Sunshine,gauze pop,2013,2023‑04‑30,142,56,40,-9,12,30,220,60,3,17
1405,"Violin Concerto No. 2 In G Minor, Op. 63: 3. Allegro, ben marcato",Sergei Prokofiev,classical,1996,2023‑04‑30,113,22,51,-19,17,34,379,95,5,16
1406,"Kerstin, tror du inte att jag fattar?",Opel & Larssons Rekord-Kvartett,,2014,2023‑04‑30,109,59,85,-9,5,86,198,71,6,15
1407,Sway,Joe Jenneman,,2019,2023‑04‑30,75,41,38,-8,9,24,203,13,5,14
1408,A Lot to Lose,Tesla,album rock,2011,2023‑04‑30,120,61,70,-6,9,37,321,28,3,14
1409,Better Off Without You,Tesla,album rock,2011,2023‑04‑30,140,51,59,-6,11,33,265,19,2,14
1410,2nd Street,Tesla,album rock,2011,2023‑04‑30,168,70,52,-6,8,38,280,22,4,13
1411,Caught in a Dream,Tesla,album rock,2011,2023‑04‑30,152,41,59,-7,6,49,295,47,3,12
1412,Tandtråd,Tjuvjakt,swedish hip hop,2018,2023‑04‑30,138,86,74,-5,9,84,242,15,23,8
1413,Talia,Sirens A Cappella,,2020,2023‑04‑30,90,44,55,-7,20,39,198,53,3,0
1414,Better Off,Hendersin,indie pop rap,2016,2023‑04‑30,105,79,81,-6,18,46,258,19,9,0
1415,,,,0,2023‑04‑30,128,76,80,-5,13,42,231,0,5,0
1416,On Your Own,Justin Stone,deep underground hip hop,2016,2023‑04‑30,90,56,62,-12,9,14,187,25,22,0
1417,Girl From LA,Franke,social media pop,2017,2023‑04‑30,90,80,68,-4,11,47,232,18,9,0
1418,The Same,Joe Jenneman,,2018,2023‑04‑30,112,62,44,-6,7,64,180,2,6,
